Id;EngineSize;FuelType;FuelConsumptionCity;FuelConsumptionHwy;FuelConsumptionComb;FuelConsumptionCombMpg;CO2Emissions
598;2.4;X;11.7;10.3;11.1;25;255
599;3.6;X;14.1;11.1;12.8;22;294
600;3.6;X;14.2;11;12.8;22;294
601;3.6;X;14.8;11.7;13.4;21;308
602;3.6;X;15;11.4;13.4;21;308
603;3.3;X;12.7;8.8;10.9;26;251
604;1.8;X;9.6;6.6;8.3;34;191
605;1.8;X;9.3;6.4;8;35;184
606;2;X;9.8;6.6;8.4;34;193
607;2;X;9.7;6.8;8.4;34;193
608;1.6;X;11.1;8;9.7;29;223
609;1.6;X;11.1;8.2;9.8;29;225
610;2;X;9.7;6.8;8.4;34;193
611;2;X;9.8;7;8.5;33;196
612;1.6;X;10.6;7.9;9.4;30;216
613;1.6;X;10.8;8.1;9.6;29;221
614;2;X;9.6;7;8.4;34;193
615;2;X;9.8;7.2;8.6;33;198
616;2;X;11.7;7.6;9.9;29;228
617;2.4;X;10.2;6.8;8.7;32;200
618;2.4;X;6.5;5.9;6.2;46;143
619;2.4;X;6.7;6;6.4;44;147
620;1.6;X;8.7;6.3;7.6;37;175
621;1.6;X;8.7;6.4;7.7;37;177
622;1.6;X;8.5;6.4;7.6;37;175
623;2;X;10.5;7.5;9.2;31;212
624;2;X;10.8;7.4;9.3;30;214
625;3.5;X;13.7;9.9;12;24;276
626;2.4;X;11.8;8.5;10.3;27;237
627;3.3;X;12.9;9.5;11.4;25;262
628;2.4;X;12.3;9.3;11;26;253
629;3.3;X;13.4;9.9;11.8;24;271
630;1.6;X;9.8;7.9;8.9;32;205
631;1.6;X;9.9;7.8;9;31;207
632;2;X;10.1;7.8;9.1;31;209
633;2;X;9.7;7.8;8.8;32;202
634;2.4;X;11.4;8.3;10;28;230
635;2.4;X;12.9;9.3;11.3;25;260
636;2;X;12.7;9.7;11.4;25;262
637;2.4;X;12;9.1;10.7;26;246
638;6.5;Z;22.8;12.9;18.3;15;421
639;5.2;Z;18;12.8;15.7;18;361
640;5.2;Z;20.6;13.5;17.4;16;400
641;2;Z;13.5;9.9;11.9;24;274
642;3;Z;16.3;12.4;14.5;19;334
643;2;Z;11.3;7.9;9.8;29;225
644;2;Z;11.3;7.9;9.8;29;225
645;5;Z;18;12.2;15.4;18;354
646;5;Z;17.2;12.5;15.1;19;347
647;5;E;25;16.9;21.4;13;342
648;3;Z;14.2;10.2;12.4;23;285
649;3;Z;14.2;10.2;12.4;23;285
650;3;E;19.4;14.9;17.4;16;278
651;5;Z;17.3;12.2;15;19;345
652;5;Z;16.6;12.3;14.7;19;338
653;5;E;24;16.6;20.7;14;331
654;3;Z;14.1;10.1;12.3;23;283
655;3;Z;14.1;10.1;12.3;23;283
656;3;E;19.4;14.8;17.3;16;277
657;5;Z;18;12.2;15.4;18;354
658;5;Z;17.2;12.5;15.1;19;347
659;5;E;25;16.9;21.4;13;342
660;1.8;X;5.5;5.8;5.6;50;129
661;2.5;X;5.8;6.2;6;47;138
662;3.5;X;11.3;7.6;9.6;29;221
663;3.5;Z;12.1;8.3;10.4;27;239
664;3.5;Z;12.5;9.1;11;26;253
665;3.5;Z;7.7;7.4;7.6;37;175
666;4.6;Z;15.7;11.8;13.9;20;320
667;2.5;Z;11.2;7.8;9.7;29;223
668;2.5;Z;11.8;8.7;10.4;27;239
669;2.5;Z;11.2;7.8;9.7;29;223
670;3.5;Z;12.2;8.7;10.6;27;244
671;3.5;Z;12.5;9.1;11;26;253
672;3.5;Z;12.1;8.7;10.6;27;244
673;5;Z;14.6;10.1;12.6;22;290
674;4.6;Z;14.5;9.6;12.3;23;283
675;4.6;Z;15.1;10.3;12.9;22;297
676;4.6;Z;15.1;10.3;12.9;22;297
677;5;Z;12;10.7;11.4;25;262
678;5.7;Z;18.8;13.6;16.5;17;380
679;3.5;X;13.3;9.8;11.7;24;269
680;3.5;X;12.7;9.1;11.1;25;255
681;3.5;Z;7.9;8.6;8.2;34;189
682;3.5;X;13.7;9.4;11.8;24;271
683;3.7;X;13.1;9;11.3;25;260
684;3.5;X;14.8;10.4;12.8;22;294
685;2;X;11.5;8.5;10.2;28;235
686;3.7;X;14;9.9;12.2;23;281
687;3.7;X;13.7;10.4;12.2;23;281
688;2;X;10.5;7.1;9;31;207
689;3.7;X;13.1;9.3;11.4;25;262
690;2;X;6.2;6.4;6.3;45;145
691;5.4;X;18.2;13.3;16;18;368
692;5.4;E;24.5;18;21.6;13;346
693;3;Z;15.2;9.6;12.7;22;292
694;3;Z;15.2;9.6;12.7;22;292
695;4.7;Z;18.2;11.4;15.1;19;347
696;4.7;Z;18.2;11.7;15.3;18;352
697;3.8;Z;17.6;10.7;14.5;19;334
698;3;Z;15.9;9.7;13.1;22;301
699;2;X;8.9;7.3;8.2;34;189
700;2;X;9;6.8;8;35;184
701;2.5;X;9.6;7.4;8.6;33;198
702;2;X;9.3;7.6;8.5;33;196
703;2.5;X;9.8;7.9;8.9;32;205
704;3.7;X;14.2;10;12.3;23;283
705;3.7;X;14.3;10.6;12.6;22;290
706;1.5;X;8.4;6.9;7.7;37;177
707;1.5;X;8;6.7;7.4;38;170
708;2;X;7.9;5.7;6.9;41;159
709;2;X;8;5.8;7;40;161
710;2.5;X;8.4;6.1;7.4;38;170
711;2.5;X;8.3;6.1;7.3;39;168
712;2;X;8;5.8;7;40;161
713;2;X;8;5.9;7.1;40;163
714;2;X;8.2;5.9;7.2;39;166
715;2.5;X;8.7;6.5;7.7;37;177
716;2.5;X;8.2;6.1;7.3;39;168
717;2;X;8.2;5.9;7.2;39;166
718;2.5;X;10.8;8.4;9.7;29;223
719;2.5;X;11.1;8.3;9.8;29;225
720;2.5;X;8.8;6.2;7.6;37;175
721;2.5;X;9.4;6.4;8.1;35;186
722;2.5;X;8.4;5.9;7.3;39;168
723;2;Z;11.5;8.5;10.2;28;235
724;2;Z;10.5;8.5;9.6;29;221
725;2;Z;11.1;8.4;9.9;29;228
726;2;Z;9.2;6.6;8;35;184
727;1.8;Z;10.9;7.5;9.4;30;216
728;1.8;Z;11;7.4;9.4;30;216
729;3.5;Z;12.2;8.5;10.5;27;242
730;3.5;E;16.4;11.1;14;20;224
731;3.5;Z;12;8.6;10.5;27;242
732;3.5;Z;11.9;8.6;10.4;27;239
733;3.5;Z;12.1;8.7;10.6;27;244
734;3.5;Z;12.1;8.6;10.5;27;242
735;6.2;Z;17.7;11.9;15.1;19;347
736;6.2;Z;17.9;12.2;15.3;18;352
737;4.7;Z;15.4;10.4;13.2;21;304
738;5.5;Z;15.4;11;13.4;21;308
739;2;Z;9.1;6.2;7.8;36;179
740;2;Z;10.3;7.8;9.2;31;212
741;4.7;Z;13.3;9.4;11.5;25;264
742;5.5;Z;15.1;10.7;13.1;22;301
743;5.5;Z;15.1;10.7;13.1;22;301
744;2.1;D;8.5;5.7;7.2;39;194
745;3.5;Z;11.8;8.2;10.2;28;235
746;3.5;Z;11.6;8.1;10;28;230
747;3.5;Z;11.9;8.5;10.4;27;239
748;3.5;Z;12.1;8.6;10.5;27;242
749;3.5;Z;12;8.5;10.4;27;239
750;3.5;Z;11.9;8.2;10.2;28;235
751;3.5;Z;9.6;7.9;8.8;32;202
752;4.7;Z;13.6;9.1;11.6;24;267
753;4.7;Z;13.7;9.3;11.7;24;269
754;4.7;Z;13.4;8.9;11.4;25;262
755;5.5;Z;15;10.3;12.9;22;297
756;5.5;Z;15.5;11;13.5;21;310
757;5.5;Z;15;10.3;12.9;22;297
758;5.5;Z;15.5;11;13.5;21;310
759;5.5;Z;20;15.9;18.2;16;419
760;5.5;Z;19.4;15.7;17.7;16;407
761;3;D;13.4;10.2;12;24;324
762;4.7;Z;17.1;12.8;15.2;19;350
763;4.7;Z;17.6;13.1;15.6;18;359
764;5.5;Z;17.7;13.4;15.8;18;363
765;2.1;D;9.6;7.1;8.5;33;230
766;3.5;Z;12.6;9.6;11.3;25;260
767;3.5;Z;13.4;10.5;12.1;23;278
768;3.5;E;17.8;13.8;16;18;256
769;3;D;11.8;8.5;10.3;27;278
770;4.7;Z;16.2;11.8;14.2;20;327
771;5.5;Z;17.2;13.5;15.5;18;356
772;4.7;Z;14.3;9.5;12.1;23;278
773;4.7;Z;14.2;9.4;12;24;276
774;5.5;Z;15.6;10.3;13.2;21;304
775;4.7;Z;13.4;9.6;11.7;24;269
776;5.5;Z;14.8;10.2;12.7;22;292
777;6;Z;16.7;11.2;14.2;20;327
778;1.8;Z;10.3;7.2;8.9;32;205
779;1.8;Z;10.4;7.3;9;31;207
780;3.5;Z;11.1;8.1;9.8;29;225
781;5.5;Z;12.3;8.7;10.7;26;246
782;6.2;Z;18.7;13.9;16.5;17;380
783;6.2;Z;18.2;12.6;15.7;18;361
784;6.2;Z;18.2;12.6;15.7;18;361
785;1.6;Z;8.7;6.6;7.8;36;179
786;1.6;Z;8.6;6.8;7.8;36;179
787;1.6;Z;8.7;6.6;7.8;36;179
788;1.6;Z;8.6;6.8;7.8;36;179
789;1.6;Z;9.4;7.9;8.7;32;200
790;1.6;Z;8.6;6.8;7.8;36;179
791;1.6;Z;8.5;6.6;7.6;37;175
792;1.6;Z;8;6.4;7.3;39;168
793;1.6;Z;9.4;7.9;8.7;32;200
794;1.6;Z;8.6;6.8;7.8;36;179
795;1.6;Z;8.7;6.6;7.8;36;179
796;1.6;Z;8.6;6.8;7.8;36;179
797;1.6;Z;9.3;7;8.3;34;191
798;1.6;Z;9.1;6.7;8;35;184
799;1.6;Z;9.3;7;8.3;34;191
800;1.6;Z;9.1;6.7;8;35;184
801;1.6;Z;10;7.8;9;31;207
802;1.6;Z;9.3;7.5;8.5;33;196
803;1.6;Z;9.3;7;8.3;34;191
804;1.6;Z;9.1;6.7;8;35;184
805;1.6;Z;10;7.8;9;31;207
806;1.6;Z;9.3;7.5;8.5;33;196
807;1.6;Z;9.3;7;8.3;34;191
808;1.6;Z;9.1;6.7;8;35;184
809;1.6;Z;9.3;7;8.3;34;191
810;1.6;Z;9.1;6.7;8;35;184
811;1.6;Z;9.3;7;8.3;34;191
812;1.6;Z;9.1;6.7;8;35;184
813;1.6;Z;10;7.8;9;31;207
814;1.6;Z;9.3;7.5;8.5;33;196
815;1.6;Z;9.3;7;8.3;34;191
816;1.6;Z;9.1;6.7;8;35;184
817;1.6;Z;10;7.8;9;31;207
818;1.6;Z;9.3;7.5;8.5;33;196
819;1.6;Z;9.3;7;8.3;34;191
820;1.6;Z;9.1;6.7;8;35;184
821;2;X;9.2;7;8.2;34;189
822;2;X;9.6;6.8;8.3;34;191
823;2.4;X;10.5;8.2;9.5;30;218
824;2;Z;14.2;10.5;12.5;23;288
825;2;Z;14;10.3;12.3;23;283
826;2;Z;13.4;9.4;11.6;24;267
827;2;X;9.6;7.3;8.6;33;198
828;2;X;9.8;7.1;8.6;33;198
829;1.2;X;6.4;5.4;6;47;138
830;1.2;X;7;5.6;6.4;44;147
831;2.4;X;9.5;7.5;8.6;33;198
832;2.4;X;9.9;8.1;9.1;31;209
833;3;Z;11.5;8.5;10.2;28;235
834;2;X;9.6;7.6;8.7;32;200
835;2;X;9.9;7.5;8.8;32;202
836;2;X;9.8;8;9;31;207
837;3.7;Z;12.6;9.1;11;26;253
838;3.7;Z;13.3;9.3;11.5;25;264
839;3.7;Z;13;9.5;11.4;25;262
840;3.7;Z;13.5;9.6;11.7;24;269
841;2.5;X;8.7;6.2;7.6;37;175
842;3.5;X;10.8;7.4;9.3;30;214
843;5.6;X;19.1;13.4;16.5;17;380
844;2.5;X;13.7;10.6;12.3;23;283
845;2.5;X;12.2;10.2;11.3;25;260
846;4;X;14.7;10.2;12.7;22;292
847;4;X;15.7;11.2;13.7;21;315
848;4;X;14.8;11;13.1;22;301
849;3.8;Z;14.5;10.9;12.9;22;297
850;1.6;Z;8.7;7.3;8.1;35;186
851;1.6;Z;9.5;7.6;8.6;33;198
852;1.6;Z;9.3;7.9;8.7;32;200
853;3.5;Z;12.3;9.1;10.9;26;251
854;3.5;X;13.2;10.1;11.8;24;271
855;2;X;10;8.5;9.3;30;214
856;3.5;X;12;8.9;10.6;27;244
857;3.5;X;12.3;9.3;11;26;253
858;2.5;X;9.1;8.5;8.8;32;202
859;3.5;X;12.5;9.5;11.1;25;255
860;2.5;X;9.2;7.2;8.3;34;191
861;2.5;X;9.5;7.4;8.6;33;198
862;1.8;X;7.8;6;7;40;161
863;1.8;X;8.7;6.6;7.8;36;179
864;5.6;X;17.9;12.8;15.6;18;359
865;5.6;X;19.7;14.3;17.3;16;398
866;1.6;X;7.2;5.8;6.6;43;152
867;1.6;X;8.6;6.5;7.7;37;177
868;4;X;16.1;11.9;14.2;20;327
869;4;X;15.2;11.9;13.7;21;315
870;3.4;Z;11.6;8.3;10.1;28;232
871;3.4;Z;12.5;8.6;10.7;26;246
872;3.4;Z;11.8;8.5;10.3;27;237
873;3.4;Z;12.4;8.6;10.7;26;246
874;3.4;Z;12;8.7;10.5;27;242
875;3.4;Z;12.6;9;11;26;253
876;3.8;Z;12.3;8.9;10.8;26;248
877;3.8;Z;12.8;8.9;11;26;253
878;3.8;Z;12.7;9;11;26;253
879;3.8;Z;12.9;9.1;11.2;25;258
880;3.4;Z;11.6;8.3;10.1;28;232
881;3.4;Z;12.4;8.6;10.7;26;246
882;3.8;Z;12.1;8.7;10.6;27;244
883;3.8;Z;12.6;8.6;10.8;26;248
884;3.8;Z;12.4;8.7;10.7;26;246
885;3.8;Z;12.6;8.8;10.9;26;251
886;3.8;Z;16;11.5;14;20;322
887;3.8;Z;13.7;9.6;11.9;24;274
888;3.8;Z;13.7;9.6;11.9;24;274
889;3.8;Z;13.7;9.6;11.9;24;274
890;3.8;Z;13.7;9.6;11.9;24;274
891;2.7;Z;10.7;7.4;9.2;31;212
892;2.7;Z;11.5;7.9;9.9;29;228
893;3.4;Z;11.3;7.9;9.8;29;225
894;3.4;Z;11.9;8.6;10.4;27;239
895;3.6;Z;14.1;10.2;12.4;23;290
896;3.6;Z;15.8;10.9;13.6;21;313
897;3;D;11.8;8.1;10.2;28;277
898;4.8;Z;16.7;11.5;14.4;20;338
899;4.8;Z;15.5;10.7;13.2;21;310
900;3;Z;11.8;9.9;10.9;26;251
901;4.8;Z;16.3;11;13.9;20;326
902;4.8;Z;18;11.9;15.2;19;358
903;2.7;Z;10.7;7.4;9.2;31;212
904;2.7;Z;11.5;7.9;9.9;29;228
905;3.4;Z;11.3;7.9;9.8;29;225
906;3.4;Z;11.9;8.6;10.4;27;239
907;3.6;Z;12.9;8.4;10.9;26;251
908;3.6;Z;13.1;8.7;11.1;25;255
909;3;Z;13.4;8.8;11.3;25;260
910;3;Z;13.7;8.9;11.5;25;264
911;4.8;Z;15.1;9.7;12.7;22;292
912;3;Z;13.4;8.8;11.3;25;260
913;4.8;Z;15.3;9.7;12.8;22;294
914;4.8;Z;15.4;9.8;12.9;22;297
915;5.7;X;17.1;12;14.8;19;340
916;5.7;X;15.8;10.9;13.6;21;313
917;5.7;X;17.6;12.7;15.4;18;354
918;5.7;X;16.3;11.5;14.1;20;324
919;3;D;12.1;8.8;10.6;27;286
920;3.6;X;14.6;10.1;12.6;22;290
921;3.6;E;20.5;14.5;17.8;16;285
922;3;D;11.6;8.4;10.2;28;275
923;3.6;X;13.9;9.5;11.9;24;274
924;3.6;E;19.4;13.6;16.8;17;269
925;3.6;X;12.9;9.3;11.3;25;260
926;3.6;X;13.3;9.1;11.4;25;262
927;3.6;E;18.6;12.7;15.9;18;254
928;6.6;Z;19.1;12.3;16;18;368
929;6.6;Z;19.1;12.3;16;18;368
930;6.7;Z;20.7;12.8;17.1;17;393
931;6.7;Z;20.7;12.8;17.1;17;393
932;6.7;Z;20.7;12.7;17.1;17;393
933;6.7;Z;20.7;12.7;17.1;17;393
934;6.6;Z;18.7;11.8;15.6;18;359
935;2;Z;9.6;7;8.4;34;193
936;2;Z;10.9;7.8;9.5;30;218
937;1.3;X;6.6;5.7;6.2;46;143
938;2.5;X;10.2;7.5;9;31;207
939;2.5;X;10.2;7.6;9;31;207
940;2.4;X;10.9;8.6;9.9;29;228
941;2.4;X;10.9;8.6;9.9;29;228
942;1.8;X;8.8;7.1;8;35;184
943;1.8;X;8.6;7.1;7.9;36;182
944;1;Z;6.9;5.7;6.4;44;147
945;1;Z;6.9;5.7;6.4;44;147
946;8.4;Z;20;13;16.9;17;389
947;8.4;Z;20;13;16.9;17;389
948;2;Z;9.6;7.1;8.5;33;196
949;2;Z;11;7.9;9.6;29;221
950;2;Z;10.2;8.6;9.5;30;218
951;2.5;X;9.6;7.4;8.6;33;198
952;2.5;X;10.9;8.3;9.7;29;223
953;2;X;8.7;6.6;7.8;36;179
954;2;X;9.6;7.1;8.5;33;196
955;2.5;Z;12.6;9.5;11.2;25;258
956;2.5;Z;14.2;10.4;12.5;23;288
957;2;X;8.7;6.6;7.8;36;179
958;2;X;9.6;7.1;8.5;33;196
959;2.5;Z;12.6;9.5;11.2;25;258
960;2.5;Z;14.2;10.4;12.5;23;288
961;2.5;X;9.7;7.3;8.6;33;198
962;2.5;X;11.3;8.2;9.9;29;228
963;3.6;X;13.3;9.5;11.6;24;267
964;2.5;X;9.9;7.8;9;31;207
965;2.5;X;10.8;8.5;9.8;29;225
966;3.6;X;13.4;9.7;11.7;24;269
967;3.6;X;14.7;11.1;13.1;22;301
968;2;X;9.5;7.2;8.5;33;196
969;2;X;10.2;8;9.2;31;212
970;2;X;8.1;7.2;7.7;37;177
971;4;X;14.3;11.1;12.9;22;297
972;4;X;14.3;11.1;12.9;22;297
973;3.5;X;11.3;7.6;9.6;29;221
974;2.5;X;9.5;6.6;8.2;34;189
975;3.5;X;11.1;7.8;9.6;29;221
976;2.5;X;5.5;5.9;5.7;50;131
977;2.5;X;5.8;6.2;6;47;138
978;1.8;X;8.6;6.5;7.7;37;177
979;1.8;X;8.1;6.3;7.3;39;168
980;1.8;X;8;5.9;7.1;40;163
981;1.8;X;8.3;6.3;7.4;38;170
982;1.8;X;7.7;5.6;6.8;42;156
983;1.8;X;7.8;5.9;6.9;41;159
984;1.8;X;9.4;7.5;8.5;33;196
985;1.8;X;8.9;7.3;8.2;34;189
986;4;X;14.3;11.2;12.9;22;297
987;4;X;15.4;12.1;13.9;20;320
988;2.7;X;11.7;8.6;10.3;27;237
989;3.5;X;12.6;9.4;11.2;25;258
990;3.5;X;13;9.7;11.5;25;264
991;3.5;X;8;8.6;8.3;34;191
992;3.5;X;7.9;8.6;8.2;34;189
993;1.8;X;4.7;4.9;4.8;59;110
994;1.5;X;4.6;4.9;4.7;60;108
995;1.8;X;5.3;5.8;5.5;51;126
996;2.5;X;10;7.6;8.9;32;205
997;2.5;X;10.4;8.1;9.4;30;216
998;2.5;X;10.6;8.2;9.5;30;218
999;5.7;X;19;13.9;16.7;17;384
1000;3.5;X;12.9;9.4;11.3;25;260
1001;3.5;X;14.2;10.3;12.4;23;285
1002;2.7;X;12.2;9.3;10.9;26;251
1003;2.7;X;11.3;8.9;10.2;28;235
1004;4;X;14.5;11.3;13.1;22;301
1005;2.7;X;13.1;10.5;11.9;24;274
1006;2.7;X;12.8;10.6;11.8;24;271
1007;4;X;14.7;11.5;13.3;21;306
1008;4;X;15.3;12.3;14;20;322
1009;4;X;14.8;11.8;13.5;21;310
1010;4.6;X;15.9;12.3;14.3;20;329
1011;5.7;X;17.6;12.9;15.5;18;356
1012;4.6;X;16.9;12.8;15.1;19;347
1013;5.7;X;18.1;13.9;16.2;17;373
1014;2.7;X;11.4;8.2;10;28;230
1015;3.5;X;12.6;9.1;11;26;253
1016;2.7;X;11.6;8.5;10.2;28;235
1017;3.5;X;12.9;9.4;11.3;25;260
1018;1.5;X;7.9;6.6;7.3;39;168
1019;1.5;X;7.8;6.3;7.1;40;163
1020;1.8;X;9.5;7.2;8.5;33;196
1021;1.8;X;9.9;7.2;8.7;32;200
1022;2;Z;10.3;7.7;9.1;31;209
1023;2;Z;10.8;7.6;9.4;30;216
1024;2.5;X;10.9;8.4;9.8;29;225
1025;2.5;X;11.2;7.7;9.6;29;221
1026;2;D;8.4;5.9;7.4;38;200
1027;2;D;8.8;6.1;7.7;37;208
1028;1.8;X;9.8;7.3;8.7;32;200
1029;2;Z;10.3;8.1;9.3;30;214
1030;2;Z;10.8;7.6;9.4;30;216
1031;2.5;X;11.2;8.7;10.1;28;232
1032;2;Z;11.1;7.9;9.7;29;223
1033;2;Z;11.6;7.7;9.8;29;225
1034;3.6;Z;14.3;9.8;12.3;23;283
1035;2;Z;10.9;8;9.6;29;221
1036;2.5;X;11;7.7;9.5;30;218
1037;2.5;X;11.2;7.3;9.4;30;216
1038;2;D;8.1;6.4;7.4;38;198
1039;2;D;8.3;6;7.3;39;196
1040;1.8;X;9.5;6.7;8.2;34;189
1041;1.8;X;9.4;6.7;8.2;34;189
1042;2;X;10.6;8;9.4;30;216
1043;2;X;10.4;7.2;9;31;207
1044;2;D;8.1;6.4;7.4;38;198
1045;2;D;8.3;6;7.3;39;196
1046;2;Z;10.2;7.5;9;31;207
1047;2;Z;10.6;7.4;9.2;31;212
1048;1.4;Z;5.6;5.2;5.4;52;124
1049;1.8;X;9.9;6.9;8.6;33;198
1050;1.8;X;10;6.9;8.6;33;198
1051;2.5;X;11;8;9.7;29;223
1052;2.5;X;11.4;7.8;9.8;29;225
1053;3.6;Z;12.4;8.8;10.8;26;248
1054;2;D;7.8;5.9;6.9;41;180
1055;3.6;X;14.2;9.5;12.1;23;278
1056;2;Z;11.7;9.5;10.7;26;246
1057;2;Z;13.6;9.2;11.6;24;267
1058;2;Z;11.7;9.4;10.7;26;246
1059;3.6;Z;14.4;10.4;12.6;22;296
1060;3;D;11.8;8.1;10.2;28;277
1061;2.5;X;11.3;7.8;9.7;29;223
1062;2.5;X;11.6;8.3;10.1;28;232
1063;3;X;13.2;9.5;11.5;25;264
1064;3.2;X;11.9;8.1;10.2;28;235
1065;3;X;13.2;9.5;11.5;25;264
1066;3.2;X;13;8.9;11.2;25;258
1067;3;X;13.4;9.8;11.8;24;271
1068;3.2;X;13.2;9.5;11.5;25;264
1069;3;X;13.4;9.8;11.8;24;271
1070;3.2;X;12.9;9.3;11.3;25;260
1071;3.2;X;14.9;10.2;12.8;22;294
1072;2;Z;9.7;6.7;8.3;34;191
1073;2.4;Z;10.8;7.4;9.3;30;214
1074;1.5;Z;6;6.1;6.1;46;140
1075;3.5;Z;12.7;9.1;11.1;25;255
1076;3.5;Z;12.1;8.7;10.6;27;244
1077;3.5;Z;11.9;7.7;10;28;230
1078;3.5;Z;8;7.5;7.7;37;177
1079;2.4;Z;9.6;6.6;8.3;34;191
1080;3.5;Z;11.2;6.9;9.2;31;212
1081;3.5;Z;11.2;7.5;9.6;29;221
1082;1.8;Z;9.7;6.9;8.4;34;193
1083;5.9;Z;18;12.6;15.6;18;359
1084;6;Z;16.8;10.9;14.2;20;327
1085;4.7;Z;17.4;11.3;14.7;19;338
1086;4.7;Z;18.1;12.3;15.5;18;356
1087;4.7;Z;17.4;11.3;14.7;19;338
1088;4.7;Z;18.1;12.3;15.5;18;356
1089;6;Z;19.5;12.8;16.5;17;379
1090;4.7;Z;17.4;11.3;14.7;19;338
1091;4.7;Z;18.1;12.3;15.5;18;356
1092;6;Z;17.6;11.4;14.8;19;340
1093;1.8;Z;10;7.1;8.7;32;200
1094;2;D;7.6;5.5;6.5;43;177
1095;2;Z;9.8;7.2;8.6;33;198
1096;2;Z;10.1;7.5;8.9;32;205
1097;2;Z;9.9;7.6;8.9;32;205
1098;2;Z;11;7.8;9.6;29;221
1099;2;Z;10.6;7.3;9.1;31;209
1100;2;Z;11.2;8.4;9.9;28;228
1101;2;Z;11;7.8;9.6;29;221
1102;2;Z;10.6;7.3;9.1;31;209
1103;2;Z;11.3;8;9.8;29;225
1104;2;Z;12;8.1;10.3;27;237
1105;3;Z;12.8;8.6;10.9;26;251
1106;3;D;9.8;6.2;8.1;35;217
1107;3;Z;13.1;8.5;11;26;253
1108;3;D;9.8;6.2;8.1;35;217
1109;3;Z;12.6;8;10.5;27;242
1110;4;Z;12.9;8;10.7;26;246
1111;3;D;9.8;6.5;8.4;34;224
1112;3;Z;12.6;8;10.5;27;242
1113;4;Z;13.2;8.3;11;26;258
1114;6.3;Z;17.8;10.8;14.6;19;344
1115;3;D;9.8;6.5;8.4;34;224
1116;2;Z;12;8.2;10.3;27;237
1117;2;Z;11.9;8.4;10.3;27;237
1118;2;Z;12;8.5;10.4;27;239
1119;3;Z;13.2;9.2;11.4;25;262
1120;3;D;10.2;7.8;9;31;244
1121;2;Z;9.8;7.9;8.9;32;205
1122;3;Z;15.2;11;13.3;21;306
1123;3;D;12.4;8.7;10.7;26;290
1124;4.2;Z;17.3;10.4;14.2;20;327
1125;4.2;Z;20.5;11.7;16.6;17;382
1126;5.2;Z;18.2;10.6;14.8;19;347
1127;5.2;Z;19.9;12;16.4;17;377
1128;4.2;Z;17.3;10.4;14.2;20;327
1129;4.2;Z;20.5;11.7;16.6;17;382
1130;5.2;Z;18.2;10.6;14.8;19;347
1131;5.2;Z;19.9;12;16.4;17;377
1132;4.2;Z;14.9;10.1;12.8;22;294
1133;4.2;Z;14.8;10.6;12.9;22;297
1134;4;Z;16.6;9.4;13.3;21;313
1135;2;Z;10.1;7.7;9;31;207
1136;3;Z;13;8.5;11;26;253
1137;3;Z;13.8;9;11.7;24;269
1138;3;Z;13;8.5;11;26;253
1139;3;Z;13.8;9;11.7;24;269
1140;3;Z;13.3;9.1;11.4;25;262
1141;4;Z;14;8.7;11.7;24;269
1142;4;Z;14;8.7;11.7;24;269
1143;4;Z;14.6;8.8;11.9;24;281
1144;3;Z;14.1;9.9;12.2;23;281
1145;2;Z;10.4;7.6;9.1;31;209
1146;2;Z;10.4;7.7;9.2;31;212
1147;2;Z;11.7;8.4;10.2;28;235
1148;2;Z;11.7;8.5;10.2;28;235
1149;4;Z;16.1;9.4;13.1;22;307
1150;6;Z;18.9;11.2;15.4;18;354
1151;4;Z;17.7;10.3;14.4;20;337
1152;6;Z;19.6;11.7;16;18;368
1153;4;Z;17.6;10.1;14.2;20;327
1154;4;Z;17.7;10;14.2;20;334
1155;6;Z;20.3;11.9;16.5;17;388
1156;6.8;Z;22.3;13.3;18.2;16;419
1157;2;Z;10.4;7.1;8.9;32;205
1158;2;Z;10;6.5;8.4;34;193
1159;2;Z;10.7;6.9;9;31;207
1160;2;Z;10.6;7.2;9.1;31;209
1161;2;Z;10.3;6.7;8.7;32;200
1162;2;Z;10;6.5;8.4;34;193
1163;2;Z;10.7;6.9;9;31;207
1164;2;Z;10.3;6.7;8.7;32;200
1165;2;D;7.6;5.5;6.7;42;181
1166;2;D;7.6;5.5;6.7;42;181
1167;2;Z;10;6.5;8.4;34;193
1168;2;Z;10.7;6.9;9;31;207
1169;2;Z;10.6;7.2;9.1;31;209
1170;2;Z;10.6;7.2;9.1;31;209
1171;2;Z;10.6;7.2;9.1;31;209
1172;3;Z;11.4;7.4;9.6;29;221
1173;3;Z;11.5;7.8;9.8;29;225
1174;3;Z;11.9;7.8;10;28;230
1175;3;Z;12;8.3;10.3;27;237
1176;3;Z;11.9;7.8;10;28;230
1177;2;Z;10.4;7.1;8.9;32;205
1178;2;Z;10;6.5;8.4;34;193
1179;2;Z;10.7;6.9;9;31;207
1180;2;Z;10.4;7.1;8.9;32;205
1181;2;Z;10.9;6.8;9;31;207
1182;2;Z;11.2;7.5;9.6;29;221
1183;2;Z;10.6;7.2;9.1;31;209
1184;2;Z;10.6;7.2;9.1;31;209
1185;3;Z;11.8;7.6;9.9;29;228
1186;3;Z;11.4;7.4;9.6;29;221
1187;3;Z;11.5;7.8;9.8;29;225
1188;3;Z;11.4;7.4;9.6;29;221
